Query,Parameter,Codigestion,TS,VS,VS_TS,SCOD,CN,N_NH4,Carbs,Protein,Lipid,ISR,CoSR,WorkVol,Temp,pH,HTR,OLR,VFAs
479,2021_Jing,Yes,231,221,95.4,14003.0312,30.4928,3666.89,30181.7774,13248.5276,4315.0679,0,69.97,1.5,39,6.06,10.8359,6.06,11051
531,2024_Perez-Esteban et al.,Yes,36,27,75,13600,22.8,274,7200,5400,9267.552,0,69.97,4,25,4.9,3.5,4.9,8529
532,2024_Perez-Esteban et al.,Yes,34,26,76.47,17100,22.8,473,6800,5200,9267.552,0,69.97,4,25,4.8,3.5,4.8,10653
533,2024_Perez-Esteban et al.,Yes,35,24,68.57,18900,22.8,751,7000,4800,9267.552,0,69.97,4,25,5.2,3.5,5.2,10960
534,2024_Perez-Esteban et al.,Yes,40,28,70,14600,31.7,169,8000,5600,7661.7612,0,69.97,4,55,5.5,3.5,5.5,9012
535,2024_Perez-Esteban et al.,Yes,35,26,74.29,19400,31.7,477,7000,5200,8626.5597,0,69.97,4,55,5.4,3.5,5.4,15291
567,2021_Vidal-Antich et al.,Yes,45.6,31.7,70,815.5,10.9,996.7111,8208,12768,4560,0,69.97,0.15,35,5.5,14,5.5,2581.9
570,2021_Vidal-Antich et al.,Yes,57.6,42.9,74,815.5,10.9,3071.7676,10368,17280,4608,0,69.97,0.15,35,5.3,14,5.3,2497.7
573,2021_Vidal-Antich et al.,Yes,57.6,42.9,74,815.5,10.9,2066.2732,10368,16128,5184,0,69.97,0.15,35,5.4,14,5.4,2497.7
603,2019_Chen et al.,Yes,55,41.25,75,3177.6588,19.7,199.1016,1557.2557,1848.5717,757.8788,0,71.43,0.4,35,6.5,39,6.5,7974
434,2019_Liang,Yes,35.84,34.78,97.03,6186.8609,15.5,962.7266,9231.18,5119.89,3558.3578,0,75,0.23,35,5,8.5691,5,2219
435,2019_Liang,Yes,35.84,34.78,97.03,8319.6476,15.5,1006.8645,10233.1327,5012.3199,3385.9373,0,75,0.25,35,5,8.546,5,8957
436,2019_Liang,Yes,35.84,34.78,97.03,8264.3888,15.5,1006.8645,10233.1327,5008.4153,3385.9373,0,75,0.25,35,5,8.546,5,8897
437,2019_Liang,Yes,35.84,34.78,97.03,8251.8704,15.5,1009.6856,10174.7435,5026.3171,3385.9373,0,75,0.25,35,5,8.546,5,8538
556,2024_Xue et al.,Yes,9.5,4.2,65,500,23,58,4500,2000,1000,0,75,0.4,38,5.6,30,5.6,7200
559,2024_Lin et al.,Yes,29.1,22.1,76,108.6013,12.5,59.5,6100,2950,610,0,75,0.4296,38,6.66,16,6.66,7999.78
560,2024_Lin et al.,Yes,28,20,73,5471.6,3.71,148,2613.4,183.8,2613.4,0,75,0.4296,38,6.36,16,6.36,12052.55
561,2024_Lin et al.,Yes,29.1,22.1,76,96.5,12.5,59.5,6100,2950,610,0,75,0.4296,38,6.66,16,6.66,9021.42
562,2024_Lin et al.,Yes,28,20,73,5471.6,3.71,148,2613.4,183.8,2613.4,0,75,0.4296,38,6.36,16,6.36,12052.55
604,2019_Chen et al.,Yes,54,40.5,75,2443.8225,20.6,177.5543,1352.1838,1807.1515,717.6622,0,75,0.4,35,6.5,39,6.5,4937
557,2024_Xue et al.,Yes,10,5,55,600,20,65,4700,2100,1100,0,80,0.4,38,5.55,30,5.55,7400
605,2019_Chen et al.,Yes,52,39,75,3052.1518,22.2,170.9876,1386.2708,1655.4909,710.2386,0,80,0.4,35,6.5,39,6.5,12200
529,2018_Li et al.,Yes,210.5,202.98,96.4,8538.5948,46,705.8609,6185.9441,5724.2926,2307.1365,0,85.71,1,50,7.5,8,7.5,22520
530,2018_Li et al.,Yes,210.5,202.98,96.4,8814.4516,46,729.0719,5964.4335,5802.2274,2327.1705,0,85.71,1,50,7.5,8,7.5,10950
432,2019_Liang,Yes,35.84,34.78,97.03,8956.8712,15.5,988.4782,10351.9509,5273.1698,3374.5957,0,87.5,0.23,35,5,8.5727,5,9534
438,2019_Liang,Yes,35.84,34.78,97.03,8320.2166,15.5,981.2648,10171.1279,5364.3491,3384.5185,0,87.5,0.25,35,5,8.546,5,8091
439,2019_Liang,Yes,35.84,34.78,97.03,8075.1811,15.5,1010.3345,10518.7172,5345.7906,3349.6024,0,87.5,0.25,35,5,8.6929,5,5555
440,2019_Liang,Yes,35.84,34.78,97.03,7983.865,15.5,1011.565,10515.1601,5274.0794,3349.6024,0,87.5,0.25,35,5,8.7469,5,5140
441,2019_Liang,Yes,35.84,34.78,97.03,7952.4628,15.5,1011.5684,10519.058,5275.8048,3349.6024,0,87.5,0.25,35,5,8.7469,5,5115
442,2019_Liang,Yes,35.84,34.78,97.03,7905.6985,15.5,1015.346,10510.3204,5275.3728,3342.5616,0,87.5,0.25,35,5,8.7617,5,4943
465,2020_Ma,Yes,164.9,160.1,97.1,38200,10.3,3666.89,55200,18300,4973.0248,0,90,0.09,35,5.2,9.0955,5.2,1469.3
568,2021_Vidal-Antich et al.,Yes,57.6,42.9,74,815.5,8.3,2689.1458,6912,17280,4608,0,90,0.15,35,6,14,6,2089
571,2021_Vidal-Antich et al.,Yes,57.6,42.9,74,815.5,8.3,3228.0984,6912,18432,5184,0,90,0.15,35,6.5,14,6.5,2497.7
574,2021_Vidal-Antich et al.,Yes,57.6,42.9,74,815.5,8.3,1871.8336,7789.9946,15563.9039,4993.2089,0,90,0.15,35,6,14,6,2497.7
433,2019_Liang,Yes,35.84,34.78,97.03,7985.5513,15.5,1018.4104,10434.5406,5347.9419,3356.2268,0,93.75,0.23,35,5,8.715,5,5555.3
127,2019_Zhang et al.,Yes,30,27.62,92.08,7870.1229,13.4535,532.8156,2369.5,1850,2536.7534,0,57.132,0.1,37,7.06,8.6659,7.06,2500
128,2019_Zhang et al.,Yes,30,27.62,92.08,8383.2273,13.8633,545.7291,2369.5,1850,2458.6869,0,55.8151,0.1,37,6.17,8.4599,6.17,6687.5
129,2019_Zhang et al.,Yes,30,27.62,92.08,7802.1462,14.0376,522.2461,2369.5,1850,2506.4733,0,54.1486,0.1,37,5.23,8.4765,5.23,2650
130,2019_Zhang et al.,Yes,30,27.62,92.08,8341.2841,14.1509,507.5469,2369.5,1850,2485.6648,0,54.0783,0.1,37,5,8.4601,5,1750
131,2019_Zhang et al.,Yes,30,27.62,92.08,9156.7554,14.5667,499.709,2369.5,1850,2460.4931,0,51.6497,0.1,37,4.62,8.3645,4.62,4000
145,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,73.0246,1045.037,517.0737,322.696,0,43.3505,0.3,35,6,28,6,3114
146,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,71.5946,1013.212,420.8357,317.121,0,43.6108,0.3,35,6,28,6,4741
147,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,68.5274,1024.718,330.0785,326.427,0,52.2721,0.3,35,6,28,6,7671
148,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,215.7376,3752.207,20172.802,1166.659,0,41.534,0.3,35,3,24.7501,3,6430
149,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,216.0602,3373.746,22233.695,1173.845,0,41.0897,0.3,35,3,25.3794,3,1415
150,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,216.2971,3609.55,22232.637,1174.948,0,41.2299,0.3,35,3,25.3236,3,2509
151,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,216.5326,3683.283,20377.402,1139.457,0,41.2641,0.3,35,3,25.2446,3,6012
152,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,216.6622,3451.922,22875.013,1194.989,0,46.2107,0.3,35,4,24.8098,4,1238
153,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,216.6561,3711.824,23394.797,1196.093,0,46.1881,0.3,35,4,24.8858,4,2509
154,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,214.5685,3686.649,21323.219,1166.235,0,46.3196,0.3,35,4,25.4989,4,4315
155,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,212.1556,3542.008,20524.234,1125.521,0,46.3863,0.3,35,4,25.4594,4,4944
156,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,99.9451,1298.224,8726.981,433.064,0,48.1633,0.3,35,5,28,5,1510
157,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,96.8387,1279.016,8219.549,423.33,0,48.4958,0.3,35,5,28,5,2930
158,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,89.6206,1253.465,6637.349,379.336,0,48.6567,0.3,35,5,28,5,4944
159,"2020_Wu, et al.",Yes,13.36,6.77,50.67,1224.7,24,85.8177,1221.443,643.5481,375.627,0,55.033,0.3,35,5,28,5,7738
164,2021_Gong et al.,Yes,213.4,197.6,92.59,17190,16.7,692.48,9400,2940,2018.0926,0,38.0124,0.38,35,7,4,7,10620
165,2021_Gong et al.,Yes,213.4,197.6,92.59,18930,16.7,622.06,1290,3230,2194.7685,0,33.2116,0.38,35,10,4,10,12930
166,2021_Gong et al.,Yes,213.4,197.6,92.59,19230,16.7,840.18,3660,4380,2228.8351,0,38.3395,0.38,55,7,4,7,10990
247,2023_Law et al.,Yes,46,45,97.83,9100,21.6728,723.8865,5615.8746,2031.33,23000,0,40.879,5.5,35,6,4,6,6827
248,2023_Law et al.,Yes,56,53,94.64,9500,22.1352,636.549,5823.147,2320,18666.7,0,38.6658,5.5,35,6,4,6,4929
167,2021_Gong et al.,Yes,213.4,197.6,92.6,17780,16.7,416.14,1520,3060,2445.0666,0,42.2883,0.4,35,4.23,4,4.23,9120
168,2021_Gong et al.,Yes,213.4,197.7,92.6,17190,16.7,692.48,9400,2940,2004.7331,0,38.3853,0.4,35,7,4,7,10620
169,2021_Gong et al.,Yes,213.4,197.8,92.6,18930,16.7,622.06,1290,3230,2182.6516,0,33.3344,0.4,35,10,4,10,12930
170,2021_Gong et al.,Yes,213.4,197.9,92.6,19230,16.7,455.09,3660,4380,2057.2372,0,36.1287,0.4,55,4.81,4,4.81,17290
171,2021_Gong et al.,Yes,213.4,197.1,92.6,18590,16.7,840.18,1040,2630,1682.2628,0,40.1558,0.4,55,7,4,7,10990
172,2021_Gong et al.,Yes,213.4,197.11,92.6,21550,16.7,232.96,8980,5160,2103.8109,0,27.9154,0.4,55,10,4,10,17300
